公司全名,公司简称,公司规模,融资阶段,区域,职位名称,工作经验,学历要求,薪资,职位福利,经营范围,职位类型,公司福利,第二职位类型,城市
北京星尘纪元智能科技有限公司,星尘数据,15-50人,A轮,朝阳区,python后端实习生（可转正）,1年以下,本科,3k-6k,有老人带 对技术要求高,"数据服务,移动互联网",开发|测试|运维类,"['股票期权', '带薪年假', '交通补助', '弹性工作']",后端开发,北京
深圳十方融海科技有限公司,十方融海集团,150-500人,A轮,南山区,Python后端开发工程师,3-5年,本科,15k-20k,年轻团队,"移动互联网,教育",开发|测试|运维类,"['美女多', '弹性工作', '扁平管理', '午餐补助']",后端开发,深圳
深圳十方融海科技有限公司,十方融海集团,150-500人,A轮,南山区,python大数据后台开发,1-3年,本科,12k-18k,90后互联网 周末双休 福利多 大牛带队,"移动互联网,教育",开发|测试|运维类,"['美女多', '弹性工作', '扁平管理', '午餐补助']",数据开发,深圳
华世界科技（深圳）有限公司,华世界,50-150人,未融资,龙岗区,Python中级开发工程师,3-5年,本科,12k-20k,自研项目、大牛带队、接触项目机会多,电商,开发|测试|运维类,[],后端开发,深圳
北京源清慧虹信息科技有限公司,源清慧虹,50-150人,B轮,海淀区,高级python研发工程师,3-5年,本科,20k-30k,"二次医疗,健身场所,福利补助","信息安全,数据服务",开发|测试|运维类,"['专项奖金', '绩效奖金', '五险一金', '通讯津贴']",数据开发,北京
混沌时代（北京）教育科技有限公司,混沌大学,150-500人,不需要融资,海淀区,python后台工程师,3-5年,本科,20k-40k,"弹性工作,六险一金,学习氛围,绩效奖金","移动互联网,教育",开发|测试|运维类,"['弹性工作', '扁平管理', '领导好', '五险一金']",后端开发,北京
重庆铭德塑淘网络科技有限公司,铭德塑淘,15-50人,未融资,渝北区,Python开发工程师,1-3年,本科,7k-13k,中英团队、扁平管理、弹性时间、周末双休,"移动互联网,电商",开发|测试|运维类,[],后端开发,重庆
北京优阅互动信息技术有限公司,优阅互动,50-150人,不需要融资,朝阳区,Python 开发工程师,1-3年,本科,15k-30k,房补餐补、绩效奖金、分成制度、弹性工作,移动互联网,开发|测试|运维类,"['年底双薪', '股票期权', '绩效奖金', '带薪年假']",后端开发,北京
北京闪银奇异科技有限公司,闪银奇异,500-2000人,D轮及以上,朝阳区,高级python开发工程师,5-10年,本科,20k-30k,发展空间，免费午餐，免费健身,"移动互联网,金融",开发|测试|运维类,"['13~15薪', '晋升空间大', '定期体检', '能力定薪']",后端开发,北京
杭州美登科技股份有限公司,美登科技,15-50人,不需要融资,拱墅区,Python Web 后端研发工程师,1-3年,本科,15k-30k,"六险二金,技术大神带,全年17薪","电商,企业服务",开发|测试|运维类,"['年度旅游', '弹性工作', '丰厚年终奖', '技术大咖云集']",后端开发,杭州
大连允执科技有限公司,允执科技,15-50人,未融资,沙河口区,python实习生,不限,不限,1k-2k,"高成长,技术驱动","移动互联网,信息安全",开发|测试|运维类,"['区块链', '人工智能', '技术驱动型']",后端开发,大连
广州乐特信息科技有限公司,Lete,50-150人,不需要融资,番禺区,python开发(爬虫方向) 大数据,3-5年,大专,20k-40k,"周末双休,出国游,年底奖金","电商,移动互联网",开发|测试|运维类,"['年底双薪', '绩效奖金', '带薪年假', '股票期权']",数据开发,广州
上海易路软件有限公司,易路,150-500人,C轮,闵行区,Python高级开发工程师,3-5年,本科,18k-28k,五险一金，加班费，C轮创业，期权激励,"移动互联网,企业服务",开发|测试|运维类,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",后端开发,上海
上海易路软件有限公司,易路,150-500人,C轮,闵行区,Python中级开发工程师,1-3年,本科,12k-18k,五险一金，加班费，C轮创业，期权激励,"移动互联网,企业服务",开发|测试|运维类,"['技能培训', '年底双薪', '绩效奖金', '岗位晋升']",后端开发,上海
墨智科技（深圳）有限公司,墨智科技,15-50人,A轮,徐汇区,风控策略分析师-SH（python）,1-3年,不限,10k-20k,"硅谷团队,团队氛围佳,发展空间大","移动互联网,数据服务",金融类,"['弹性工作', '扁平管理', '五险一金', '带薪年假']",互联网金融,上海
墨智科技（深圳）有限公司,墨智科技,15-50人,A轮,南山区,风控策略分析师（SZ）-Python,1-3年,本科,10k-20k,"硅谷团队,团队氛围佳,发展空间大","移动互联网,数据服务",金融类,"['弹性工作', '扁平管理', '五险一金', '带薪年假']",互联网金融,深圳
武汉踏浪出海科技有限公司,Firestorm,15-50人,A轮,洪山区,后台Python高级工程师,3-5年,本科,10k-15k,配置期权、广阔的职业成长空间,"移动互联网,金融",开发|测试|运维类,"['发展快', '股票期权', '年终分红', '扁平管理']",后端开发,武汉
上海骞云信息科技有限公司,CloudChef,50-150人,B轮,杨浦区,高级Python开发工程师,3-5年,本科,15k-30k,"带薪年假,五险一金,团建旅游,补充公积金","企业服务,数据服务",开发|测试|运维类,"['股票期权', '带薪年假', '定期体检', '弹性工作']",后端开发,上海
上海骞云信息科技有限公司,CloudChef,50-150人,B轮,杨浦区,高级Python开发工程师,3-5年,本科,18k-35k,"带薪年假,五险一金,团建旅游,补充公积金","企业服务,数据服务",开发|测试|运维类,"['股票期权', '带薪年假', '定期体检', '弹性工作']",后端开发,上海
第四范式（北京）技术有限公司,第四范式,500-2000人,B轮,海淀区,Python后端开发工程师,3-5年,本科,20k-35k,AI独角兽、超赞技术团队、薪酬待遇领先,企业服务,开发|测试|运维类,"['年底双薪', '带薪年假', '午餐补助', '定期体检']",后端开发,北京
深圳点猫科技有限公司,编程猫,2000人以上,C轮,天河区,猫老祖（图形化&amp;Python）,1-3年,本科,8k-15k,五险一金、餐补、生日会等,"移动互联网,教育",教育|培训,"['专项奖金', '股票期权', '岗位晋升', '年度旅游']",教师,广州
